tau,delay,p,q,mean_final_epidemic_fraction,std_final_epidemic_fraction
3,0.0,0.16666666666666666,0.41666666666666663,0.41600000000000004,0.12421755109484327
3,0.0,0.16666666666666666,0.4375,0.40800000000000003,0.10894952959971875
3,0.0,0.16666666666666666,0.4583333333333333,0.362,0.1056882207249228
3,0.0,0.16666666666666666,0.47916666666666663,0.34800000000000003,0.12029131306956461
3,0.0,0.16666666666666666,0.5,0.326,0.08142481194328911
3,0.0,0.20833333333333331,0.0,0.874,0.02073644135332774
3,0.0,0.20833333333333331,0.020833333333333332,0.8720000000000001,0.10281050529979902
3,0.0,0.20833333333333331,0.041666666666666664,0.9259999999999999,0.041593268686170824
3,0.0,0.20833333333333331,0.0625,0.7979999999999998,0.11344602240713422
3,0.0,0.20833333333333331,0.08333333333333333,0.7180000000000002,0.15530614926653738
3,0.0,0.20833333333333331,0.10416666666666666,0.792,0.07694153624668536
3,0.0,0.20833333333333331,0.125,0.782,0.08955445270895246
3,0.0,0.20833333333333331,0.14583333333333331,0.774,0.06107372593840988
3,0.0,0.20833333333333331,0.16666666666666666,0.718,0.13863621460498698
3,0.0,0.20833333333333331,0.1875,0.764,0.08848728722251574
3,0.0,0.20833333333333331,0.20833333333333331,0.618,0.2029039181484675
3,0.0,0.20833333333333331,0.22916666666666666,0.546,0.1408190328045183
3,0.0,0.20833333333333331,0.25,0.5980000000000001,0.19188538245525635
3,0.0,0.20833333333333331,0.2708333333333333,0.48999999999999994,0.08689073598491383
3,0.0,0.20833333333333331,0.29166666666666663,0.48999999999999994,0.1661324772583615
3,0.0,0.20833333333333331,0.3125,0.45199999999999996,0.14463747785411635
3,0.0,0.20833333333333331,0.3333333333333333,0.462,0.1530359434904101
3,0.0,0.20833333333333331,0.35416666666666663,0.38,0.14352700094407325
3,0.0,0.20833333333333331,0.375,0.392,0.10401922899156672
3,0.0,0.20833333333333331,0.3958333333333333,0.38,0.07874007874011811
3,0.0,0.20833333333333331,0.41666666666666663,0.394,0.09607288899580362
3,0.0,0.20833333333333331,0.4375,0.4039999999999999,0.09208691546577072
3,0.0,0.20833333333333331,0.4583333333333333,0.388,0.1073312629199899
3,0.0,0.20833333333333331,0.47916666666666663,0.332,0.08167006795638165
3,0.0,0.20833333333333331,0.5,0.322,0.07328028384224504
3,0.0,0.25,0.0,0.874,0.02073644135332774
3,0.0,0.25,0.020833333333333332,0.8400000000000001,0.12589678312014171
3,0.0,0.25,0.041666666666666664,0.8939999999999999,0.10644247272588139
3,0.0,0.25,0.0625,0.79,0.12349089035228468
3,0.0,0.25,0.08333333333333333,0.76,0.16124515496597097
3,0.0,0.25,0.10416666666666666,0.842,0.02387467277262663
3,0.0,0.25,0.125,0.82,0.054772255750516606
3,0.0,0.25,0.14583333333333331,0.676,0.17487138130637614
3,0.0,0.25,0.16666666666666666,0.6880000000000001,0.17253985046939158
3,0.0,0.25,0.1875,0.6439999999999999,0.1395707705789432
3,0.0,0.25,0.20833333333333331,0.554,0.14926486525636232
3,0.0,0.25,0.22916666666666666,0.5900000000000001,0.177341478509682
3,0.0,0.25,0.25,0.514,0.23158151912447592
3,0.0,0.25,0.2708333333333333,0.5599999999999999,0.18973665961010275
3,0.0,0.25,0.29166666666666663,0.582,0.1826745740380965
3,0.0,0.25,0.3125,0.4600000000000001,0.12389511693363867
3,0.0,0.25,0.3333333333333333,0.43200000000000005,0.19854470529329155
3,0.0,0.25,0.35416666666666663,0.402,0.16649324310613928
3,0.0,0.25,0.375,0.44600000000000006,0.21801376103356412
3,0.0,0.25,0.3958333333333333,0.352,0.11713240371477056
3,0.0,0.25,0.41666666666666663,0.372,0.1444645285182491
